id;pathology_id;name;type;description;contraindications;created_at
2e583a89-10f0-4f63-8795-121ebe659f55;1879f64a-6858-4e82-8509-2b90bfeff209;Éviter la consommation de substances malsaines;lifestyle;Éviter l'alcool, les drogues, la caféine et la nicotine qui peuvent causer ou aggraver l'anxiété. Si la dépendance existe, consulter un professionnel de la santé ou un groupe de soutien.;[];2025-12-07 20:23:13.620649+00
037b6699-c3b2-43ce-8e03-553b18cf9a61;19b4488c-4f54-4435-a72a-97430ea9677e;Cremas y bálsamos labiales con protector solar;lifestyle;Protección de los labios contra el sol con crema de óxido de zinc o un bálsamo labial con protector solar. Si los labios están secos, aplicar una crema hidratante.;[];2025-12-07 20:23:18.143065+00
946ea64d-028d-4e68-9043-44581eaaed99;19b4488c-4f54-4435-a72a-97430ea9677e;Reducción del estrés (ejercicios de respiración profunda y meditación);lifestyle;Técnicas de relajación como ejercicios de respiración profunda y meditación, útiles si el herpes labial es desencadenado por el estrés.;[];2025-12-07 20:23:18.567209+00
932d94e5-3326-4480-b46b-fcd0b55f7695;3e9cb683-408b-444f-8fb6-5de28bd0a330;Arrêt du tabac;lifestyle;Conseil pour réduire le risque de cancer du pancréas. Peut inclure des groupes de soutien, des médicaments et des thérapies de remplacement de la nicotine.;[];2025-12-07 20:23:19.950142+00
a36a311b-80ae-4212-adf0-9641525f4e06;3e9cb683-408b-444f-8fb6-5de28bd0a330;Maintien d'un poids santé;lifestyle;Conseil pour réduire le risque de cancer du pancréas.;[];2025-12-07 20:23:20.031982+00
7385c5d7-0d73-49ec-97bc-ce6981d7c892;f8611cd2-4ac0-4456-b347-8f7e42bbf9be;Contrôle du saignement;lifestyle;Appliquer une pression directe pour arrêter le saignement d'une plaie.;[];2025-12-07 20:23:30.041948+00
9c93f36d-ecc4-46d1-8d61-862e9e950be8;f8611cd2-4ac0-4456-b347-8f7e42bbf9be;Nettoyage de la plaie mineure;lifestyle;Rincer la plaie avec une solution saline, de l'eau en bouteille ou de l'eau courante claire après l'arrêt du saignement.;[];2025-12-07 20:23:30.098737+00
d5913089-34cb-49a2-a93b-748f8623b4ce;f8611cd2-4ac0-4456-b347-8f7e42bbf9be;Changement de pansement régulier;lifestyle;Rincer la plaie, appliquer une pommade antibiotique et remplacer le pansement au moins une fois par jour ou chaque fois qu'il devient humide ou sale.;[];2025-12-07 20:23:30.312073+00
27767523-38e1-4a0c-802a-f376d92c69a4;11bf3096-7496-4319-9648-8024ba5ee139;Scanner;other;Procédure d'imagerie diagnostique.;[];2025-12-07 21:05:38.839012+00
02edc952-1c9f-42a3-ac28-d5194cfab3df;2f8bcaa6-5b00-4a80-9589-b9fc62304719;Prise de nourriture avec les médicaments;lifestyle;Consommer les médicaments avec de la nourriture peut réduire les risques de maux d'estomac.;[];2025-12-07 20:23:41.853317+00
4d5acbcc-5d01-4f78-9a75-1fa9d6f6f62b;306a9c40-9551-40ab-9c7d-b6a476e3577c;Agua potable;lifestyle;Beber entre 2 y 3 cuartos de galón (de 1,8 a 3,6 litros) de agua por día para mantener la orina diluida y prevenir la formación de cálculos, idealmente hasta que la orina esté lo más clara posible.;[];2025-12-07 20:23:48.858694+00
9f0f1167-a8ac-4347-a4df-58d409b52685;3a9e171d-ef81-4f2f-9a57-8233c64ca684;Arrêter de fumer;lifestyle;Le tabagisme affaiblit les os et augmente le risque d'autres problèmes de santé graves. Demander de l'aide pour arrêter de fumer.;[];2025-12-07 20:24:20.720249+00
bff20283-cf8a-4f88-ba58-726a3cbe0a93;2f8bcaa6-5b00-4a80-9589-b9fc62304719;Prise des médicaments avant de dormir;lifestyle;Prendre les médicaments avant de s'endormir peut réduire les maux d'estomac, à condition que cela n'interfère pas avec le sommeil.;[];2025-12-07 20:23:41.913067+00
fa284145-68ea-4b74-915c-27e7e58ae93f;e0ae875b-17d1-4de1-b3cb-829563d13c5e;Reemplazo de líquidos y sales (rehidratación);lifestyle;Beber agua con electrolitos, jugo o consomé para reponer los líquidos y las sales perdidas. Puede administrarse por vía intravenosa si el paciente no puede beber o vomita.;[];2025-12-07 20:23:59.018837+00
6e6888cb-1718-4d86-bdc4-a0d75d33f5b0;e0ae875b-17d1-4de1-b3cb-829563d13c5e;Beber mucho líquido;lifestyle;Incluye agua, caldos y jugos. Evitar bebidas alcohólicas y cafeína.;[];2025-12-07 20:23:59.298085+00
49fa7153-1f08-45db-8535-1d52e78aba33;08831a18-2020-4439-8ffe-2ba13bde8659;Limiter la caféine et l'alcool;lifestyle;La caféine et l'alcool peuvent augmenter la production d'urine, irriter la vessie et aggraver les symptômes.;[];2025-12-07 20:24:05.862584+00
3357c4de-9105-45c3-b52f-bc06a9561a57;08831a18-2020-4439-8ffe-2ba13bde8659;Maintenance d'un poids sain;lifestyle;L'obésité est liée à l'hypertrophie de la prostate, par conséquent maintenir un poids sain peut aider à en réduire les symptômes.;[];2025-12-07 20:24:06.146308+00
88da3dc6-3019-49c5-a059-cc9ab75c5521;08831a18-2020-4439-8ffe-2ba13bde8659;Limiter les décongestionnants;lifestyle;Certains décongestionnants peuvent aggraver les symptômes de l'HBP.;[];2025-12-07 20:24:06.41757+00
c17cb96d-f551-4449-a72a-456cd3788200;3a9e171d-ef81-4f2f-9a57-8233c64ca684;Surveillance de l'apport en calcium et en vitamine D;lifestyle;"Ne pas restreindre le calcium dans l'alimentation. Recommandations journalières: 1000 mg de calcium pour les adultes de 19-50 ans et hommes de 51-70 ans; 1200 mg pour les femmes de 51 ans et plus et hommes de 71 ans et plus. Vitamine D: 600 UI par jour pour les 1-70 ans; 800 UI pour les 71 ans et plus. Parler avec un professionnel de la santé pour les quantités spécifiques.";[];2025-12-07 20:24:20.478042+00
9aed7a65-bf19-4514-a49c-006333785087;c6d9cc53-d607-420a-a8f4-d81a6f875978;Consultation avec l'équipe soignante;lifestyle;Discuter des options de traitement et de la condition du foie avec les professionnels de la santé.;[];2025-12-07 20:24:23.864578+00
40a7f128-8647-4e20-a02d-a2691d8bd4d0;573aff0e-ef39-4a25-aa8c-238bf382d088;Livre: Vivre avec la démence au quotidien;lifestyle;Ressource éducative pour les personnes touchées par la démence.;[];2025-12-07 20:24:24.937073+00
1897d98e-2824-4348-b14f-8c8e36982140;e0ae875b-17d1-4de1-b3cb-829563d13c5e;Consumir comidas semisólidas y bajas en fibra;lifestyle;Ingerir galletas saladas, tostadas, huevos, arroz o pollo a medida que las heces vuelven a su consistencia normal.;[];2025-12-07 20:23:59.364217+00
8a47eaf4-5ae1-43a6-bd21-d56c313cb61f;3a9e171d-ef81-4f2f-9a57-8233c64ca684;Exercice régulier;lifestyle;L'exercice régulier, y compris la musculation, aide à maintenir la solidité des os. Consulter un professionnel de la santé pour déterminer le type d'exercice le mieux adapté.;[];2025-12-07 20:24:20.618724+00
f768112b-1907-4407-8592-8efe4e107cb8;e0ae875b-17d1-4de1-b3cb-829563d13c5e;Evitar ciertos alimentos;lifestyle;No consumir productos lácteos, alimentos grasos, alimentos ricos en fibra o alimentos muy condimentados durante unos días.;[];2025-12-07 20:23:59.441231+00
fc9ce296-419e-4b6c-970a-dcc634ab6ab8;08831a18-2020-4439-8ffe-2ba13bde8659;Observation attentive;lifestyle;Si les symptômes ne sont pas gênants, un simple suivi peut être suffisant, en attendant de voir si les symptômes évoluent ou s'aggravent. Pour certaines personnes, les symptômes de l'HBP peuvent s'améliorer sans traitement.;[];2025-12-07 20:24:03.927164+00
9105fcb3-fc9f-4e94-8abc-9ff3ed784861;08831a18-2020-4439-8ffe-2ba13bde8659;Boire moins à la nuit;lifestyle;Éviter de boire des liquides une ou deux heures avant le sommeil afin de prévenir les mictions nocturnes.;[];2025-12-07 20:24:06.001408+00
70273d16-ddb6-424b-a70c-b7c02259c166;08831a18-2020-4439-8ffe-2ba13bde8659;Planifier des pauses urinaires;lifestyle;Uriner à intervalles réguliers, par exemple toutes les deux heures pendant la journée, pour gérer la fréquence et l'urgence.;[];2025-12-07 20:24:06.281889+00
88f6f05f-9fd3-45c6-b77c-11ee05319be7;573aff0e-ef39-4a25-aa8c-238bf382d088;Produits pour la vie autonome;lifestyle;Produits pour aider à l'indépendance dans la vie quotidienne.;[];2025-12-07 20:24:25.120077+00
e9d31eef-e0d6-4357-bbed-f0f8ceeaf7eb;08831a18-2020-4439-8ffe-2ba13bde8659;Limiter la consommation de liquides le soir;lifestyle;Ne pas boire une heure ou deux avant le coucher pour éviter les mictions nocturnes.;[];2025-12-07 20:24:05.788224+00
e3ddb129-f57b-44ca-a05f-73c017917274;08831a18-2020-4439-8ffe-2ba13bde8659;Faire de l'exercice régulièrement;lifestyle;L'exercice physique peut aider à réduire les problèmes urinaires associés à une prostate élargie.;[];2025-12-07 20:24:06.079418+00
39c107c0-ac8d-4eca-84ab-36a597fae07e;08831a18-2020-4439-8ffe-2ba13bde8659;Double miction;lifestyle;Uriner, puis uriner à nouveau quelques instants plus tard pour s'assurer que la vessie est complètement vide.;[];2025-12-07 20:24:06.351421+00
3525a88b-f60b-41a1-bded-9432b058efc6;573aff0e-ef39-4a25-aa8c-238bf382d088;Conseils d'hygiène de vie;lifestyle;Les conseils d'hygiène de vie et l'environnement peuvent également contribuer au risque et à la progression de la maladie d'Alzheimer. Le texte suggère qu'une meilleure compréhension de ces facteurs pourrait mener à la prévention.;[];2025-12-07 20:24:24.84919+00
202afebf-b9d7-4fbe-9a03-477353e2ab74;573aff0e-ef39-4a25-aa8c-238bf382d088;Podcast: Comment prévenir la démence;lifestyle;Ressource audio sur la prévention de la démence.;[];2025-12-07 20:24:25.204502+00
9f1dd324-a998-4ff8-a8c8-3b8c545e47bf;08831a18-2020-4439-8ffe-2ba13bde8659;Surveiller l'alimentation;lifestyle;Les aliments très épicés peuvent irriter la vessie.;[];2025-12-07 20:24:05.929657+00
b45a5151-224a-4601-9b08-5e8e66c80553;08831a18-2020-4439-8ffe-2ba13bde8659;Uriner dès l'envie;lifestyle;Uriner dès que l'envie se fait sentir pour éviter d'étirer trop la vessie et de causer des dommages.;[];2025-12-07 20:24:06.208099+00
d2285a01-1622-4e35-915c-e27fd30be5e6;573aff0e-ef39-4a25-aa8c-238bf382d088;Livre: Vieillissement sain selon la Clinique Mayo;lifestyle;Ressource éducative sur le vieillissement sain.;[];2025-12-07 20:24:25.026607+00
7a765459-055d-4b31-94fa-497fa078eea0;3a9e171d-ef81-4f2f-9a57-8233c64ca684;Boire beaucoup de liquides;lifestyle;Boire suffisamment de liquides, principalement de l'eau, pour rendre l'urine presque claire. Cela réduit le risque de calculs rénaux.;[];2025-12-07 20:24:20.545461+00
e4d0f2c8-6f75-47e7-bedb-6099144048ba;fe1f7387-261a-40ca-8f27-1ea241bc741b;Mesures d'auto-soins (repos et glace);lifestyle;Mettre de la glace sur la zone et réduire ou arrêter temporairement les activités qui causent les symptômes du genou douloureux.;[];2025-12-07 20:24:35.605947+00
ae56f4f2-289e-4c44-a10a-c4ae476233c9;fe1f7387-261a-40ca-8f27-1ea241bc741b;Arrêt des activités stressant le tendon rotulien;lifestyle;Ne pas faire d'activités qui sollicitent le tendon rotulien tant que le genou n'est pas indolore.;[];2025-12-07 20:24:35.678143+00
31cfa0cc-4479-4d92-b973-4379b2051d1f;fe1f7387-261a-40ca-8f27-1ea241bc741b;Renforcement musculaire;lifestyle;Renforcement des muscles à l'avant de la cuisse (quadriceps) pour mieux gérer les contraintes. Inclut des exercices excentriques comme abaisser lentement une jambe tendue jusqu'à une position de genou fléchi en étant assis.;[];2025-12-07 20:24:35.746575+00
075331f3-1eda-4447-acc3-a4d7185b0662;fe1f7387-261a-40ca-8f27-1ea241bc741b;Amélioration de la technique (forme);lifestyle;S'assurer d'utiliser la bonne forme lors de l'exercice ou du sport. Prendre des cours ou obtenir de l'aide d'un professionnel lors du démarrage d'un nouveau sport ou de l'utilisation d'équipements d'exercice peut aider.;[];2025-12-07 20:24:35.827649+00
dd64cb8c-ff2c-4d44-9e7d-5f75c0d19a3d;78bb919e-7286-4838-be3d-bf90dec68281;Apprendre sur le cancer du col de l'utérus;lifestyle;S'informer sur la maladie pour prendre des décisions éclairées concernant le traitement. Poser des questions à l'équipe médicale, prendre des notes et rechercher des informations supplémentaires.;[];2025-12-07 20:24:39.199763+00
6fbda48f-6010-4f7e-b6af-7ef11a73a7ac;78bb919e-7286-4838-be3d-bf90dec68281;Trouver un soutien psychologique;lifestyle;Discuter de ses sentiments avec des amis, de la famille ou participer à des groupes de soutien. Des groupes de soutien pour les familles sont également disponibles.;[];2025-12-07 20:24:39.278945+00
62d904d8-8002-4800-8748-2691de2d4e29;78bb919e-7286-4838-be3d-bf90dec68281;Accepter l'aide;lifestyle;Permettre aux amis et à la famille d'aider, car les traitements contre le cancer peuvent être épuisants. Identifier les types d'aide les plus utiles.;[];2025-12-07 20:24:39.351905+00
4dd74a26-d531-4a89-863d-ad3fca9b845a;78bb919e-7286-4838-be3d-bf90dec68281;Établir des objectifs réalistes;lifestyle;Fixer des objectifs atteignables pour conserver un sentiment de contrôle et de but.;[];2025-12-07 20:24:39.425761+00
5db83454-3d31-45ea-a057-4d9d183ff57a;78bb919e-7286-4838-be3d-bf90dec68281;Prendre du temps pour soi;lifestyle;Adopter de bonnes habitudes de vie telles qu'une alimentation équilibrée, la relaxation et un repos suffisant pour combattre le stress et la fatigue liés au cancer.;[];2025-12-07 20:24:39.506497+00
49114b62-60b8-43f9-9335-8089aca5641e;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Changements de style de vie;lifestyle;Les changements de mode de vie, y compris le régime alimentaire et la perte de poids, sont les principaux moyens de prévenir et de gérer la MASLD.;[];2025-12-07 20:24:54.961514+00
d71efa9a-f0f0-4137-8257-9938e3fdc0fc;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Perte de poids;lifestyle;Perdre 5% à 10% du poids corporel peut améliorer significativement la MASLD.;[];2025-12-07 20:24:55.019683+00
30450a23-ef19-4526-a58e-68242677b84b;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Régime méditerranéen;lifestyle;Régime alimentaire riche en fruits, légumes, protéines maigres et graisses saines, élevé en fibres, vitamines, minéraux et polyphénols. Recommandé pour les personnes atteintes de MASLD pour aider à la perte de poids et l'amélioration de la maladie hépatique.;[];2025-12-07 20:24:55.083764+00
bfeab400-ba7e-4706-b1bd-b87ff273e15d;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Consommation de légumes;lifestyle;Vise au moins trois portions de légumes par jour, en privilégiant les légumes non féculents comme les asperges, le brocoli, les carottes et les épinards. Limiter les légumes féculents comme les pommes de terre.;[];2025-12-07 20:24:55.147232+00
246b55ba-19e3-40ee-9a66-8a6f302c6109;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Consommation de fruits;lifestyle;Au moins deux portions de fruits frais ou surgelés par jour. Éviter les jus de fruits.;[];2025-12-07 20:24:55.202258+00
2e5b9596-c56a-476a-a77d-2ab94ef3728e;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Consommation de poisson et de fruits de mer;lifestyle;Trois portions ou plus de poisson et de fruits de mer par semaine, en particulier les poissons gras d'eau froide riches en acides gras oméga-3.;[];2025-12-07 20:24:55.2627+00
bc9bd906-f705-4130-a954-b5ea5bc1a25c;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Consommation de volaille et d'œufs;lifestyle;Poulet à chair blanche sans peau et œufs comme bonnes sources de protéines.;[];2025-12-07 20:24:55.328857+00
d8c9f685-f6d7-4622-8035-a9f92536e9e8;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Consommation de légumineuses et de haricots;lifestyle;Trois portions ou plus par semaine de petits pois, lentilles et divers haricots.;[];2025-12-07 20:24:55.402577+00
82251d5c-9cf6-4950-95b6-6cf13919f02a;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Consommation de grains entiers;lifestyle;Choisir des grains entiers à 100% pour le pain, le riz, les pâtes, les flocons d'avoine et les tortillas.;[];2025-12-07 20:24:55.455025+00
397ce797-4aa6-4459-b09b-1680a3b62a50;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Consommation de noix et de graines;lifestyle;Quatre portions de noix et de graines non salées et crues par semaine.;[];2025-12-07 20:24:55.517999+00
bcf8b331-aa9b-48b0-981e-4652b2a2c480;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Utilisation de graisses saines;lifestyle;Utiliser des graisses insaturées comme l'huile d'olive, de pépins de raisin et d'avocat au lieu du beurre ou de la margarine. Éviter les huiles 'hydrogénées' ou 'partiellement hydrogénées'.;[];2025-12-07 20:24:55.577018+00
58c98cc1-4fac-4e45-a488-93418f93acc8;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Boissons sans sucre;lifestyle;Eau, thé et café sans sucre ajouté.;[];2025-12-07 20:24:55.62879+00
af45103c-c7ce-4a2e-9772-8d5230118f32;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Consommation de polyphénols (café noir, thé vert, noix);lifestyle;Les polyphénols sont des composés végétaux qui contiennent des antioxydants et des propriétés anti-inflammatoires pouvant aider à réduire la graisse hépatique.;[];2025-12-07 20:24:55.696056+00
28c9918b-02d0-41ba-b907-801ea75521b1;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Éviter les aliments hautement transformés;lifestyle;Exclure ou limiter les repas congelés, les pizzas, les fromages, les légumes en conserve avec du sel ajouté et les fruits en conserve avec du sucre ajouté.;[];2025-12-07 20:24:55.754407+00
4dd35033-cf80-410b-8144-4202a90b2665;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Éviter les aliments et boissons sucrés;lifestyle;Exclure ou limiter les sodas, jus de fruits, bonbons et céréales sucrées.;[];2025-12-07 20:24:55.818782+00
27fd8946-9dc3-45f6-afe5-6105e0113e23;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Éviter les glucides raffinés;lifestyle;Exclure ou limiter les croustilles, les produits de boulangerie et le pain blanc.;[];2025-12-07 20:24:55.88842+00
ff0456d8-50d4-42ee-8b9e-63e0bd134b7e;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Éviter les aliments riches en graisses saturées;lifestyle;Exclure ou limiter les viandes grasses, les frites, le beurre et le lait entier.;[];2025-12-07 20:24:55.951433+00
c68e04ad-613e-4972-b0cb-ac1069dae897;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Éviter les viandes rouges et transformées;lifestyle;Exclure ou limiter les charcuteries, les hot-dogs et les nuggets de poulet.;[];2025-12-07 20:24:56.020985+00
84992d9b-9ffc-4a75-a472-8e05b22628c3;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Abstinence d'alcool;lifestyle;Les personnes atteintes de MASLD ne devraient pas boire de vin, de bière ou d'autres types d'alcool.;[];2025-12-07 20:24:56.10041+00
0fc35eab-8afd-416b-8e3f-a9fd37490183;1a29d3a9-cda8-419e-95d2-e03d24747a2d;Méthode de l'assiette;lifestyle;Remplir la moitié de l'assiette avec des légumes non féculents ou des fruits, un quart avec des grains entiers ou des légumes féculents, et un quart avec des aliments riches en protéines.;[];2025-12-07 20:24:56.184751+00
9950b03a-e13d-4904-936a-a9109a137da1;2853c308-42ee-460f-bd74-1efd9647d5c4;Repos;lifestyle;Reposer le corps pour favoriser la récupération.;[];2025-12-07 20:51:14.599222+00
89605d7b-d119-4435-a954-9449c7db7dae;8b6542f9-7c3c-46c2-bf5f-1e0aecf4706d;Utilisation de préservatifs;lifestyle;Pour réduire le risque de cervicite due aux infections sexuellement transmissibles, utiliser des préservatifs de manière cohérente et correcte à chaque rapport sexuel. Les préservatifs sont très efficaces contre la propagation des IST comme la gonorrhée et la chlamydia.;[];2025-12-07 20:24:56.439064+00
49e0c859-f260-444d-ad47-28d2a49ba892;b233b67f-d933-4d74-80b5-caf664540765;Adoption de bonnes postures de sommeil et de marche;lifestyle;Conseils sur la façon de maintenir une bonne posture pendant le sommeil et la marche pour réduire la douleur et la déformation.;[];2025-12-07 20:25:04.956822+00
5a0bcd2d-0488-4d42-9a3f-a96822f289a7;b233b67f-d933-4d74-80b5-caf664540765;Maintien d'une bonne posture;lifestyle;Pratiquer la station droite devant un miroir pour éviter certaines complications de la spondylarthrite ankylosante.;[];2025-12-07 20:25:05.280223+00
be026474-5a15-4045-866b-d8c29f1c2890;a24c07b0-a7b9-42e5-a91c-a74b727ec20d;Consommation modérée d'alcool;lifestyle;Conseil de limiter la consommation d'alcool à une boisson par jour pour les femmes et deux pour les hommes, ou de s'abstenir.;[];2025-12-07 20:25:10.403851+00
6ae2d972-8015-4fe5-a617-1f67c6cbf4f1;791a00dc-9c4a-4067-9ddb-1266de96f526;Régime DASH (Dietary Approaches to Stop Hypertension);lifestyle;Un régime alimentaire spécifique conçu pour aider à abaisser la pression artérielle.;[];2025-12-07 20:25:20.921518+00
3b2abdf9-fa25-45d1-8bfc-bf80a47f0704;791a00dc-9c4a-4067-9ddb-1266de96f526;Prudence avec les compléments à base de plantes;lifestyle;Vérifier l'interaction des compléments à base de plantes avec les médicaments pour le cœur.;[];2025-12-07 20:25:21.695058+00
0b1a162c-6144-4041-980a-e20a136884d4;8b6542f9-7c3c-46c2-bf5f-1e0aecf4706d;Relations mutuellement exclusives;lifestyle;Être dans une relation à long terme où les deux partenaires non infectés s'engagent à avoir des relations sexuelles exclusivement entre eux peut réduire les chances de contracter une IST.;[];2025-12-07 20:24:56.507401+00
